,transcript_id,speaker_ID,speaker,speaker_role,text_duration
5060,1967_1015_t01,39374.0,Robert R. Granucci,not_a_justice,304.43
5061,1967_127_t01,15043.0,Potter Stewart,scotus_justice,103.387
5062,1967_127_t01,15061.0,Abe Fortas,scotus_justice,441.25
5063,1967_127_t01,15071.0,Byron R. White,scotus_justice,253.747
5064,1967_127_t01,15089.0,Hugo L. Black,scotus_justice,66.354
5065,1967_127_t01,15099.0,Earl Warren,scotus_justice,28.046
5066,1967_127_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,70.144
5067,1967_127_t01,37556.0,Owen B. Rhoads,not_a_justice,1019.126
5068,1967_127_t01,40317.0,Richard M. Roberts,not_a_justice,1249.129
5069,1967_12_t01,15043.0,Potter Stewart,scotus_justice,227.752
5070,1967_12_t01,15061.0,Abe Fortas,scotus_justice,343.0
5071,1967_12_t01,15071.0,Byron R. White,scotus_justice,141.393
5072,1967_12_t01,15089.0,Hugo L. Black,scotus_justice,299.442
5073,1967_12_t01,15099.0,Earl Warren,scotus_justice,414.361
5074,1967_12_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,18.305
5075,1967_12_t01,20273.0,Charles Alan Wright,not_a_justice,1663.543
5076,1967_12_t01,31985.0,James E. McLaughlin,not_a_justice,2185.025
5077,1967_12_t02,15043.0,Potter Stewart,scotus_justice,33.582
5078,1967_12_t02,15061.0,Abe Fortas,scotus_justice,234.253
5079,1967_12_t02,15071.0,Byron R. White,scotus_justice,214.027
5080,1967_12_t02,15083.0,Tom C. Clark,scotus_justice,0.718
5081,1967_12_t02,15089.0,Hugo L. Black,scotus_justice,69.281
5082,1967_12_t02,15099.0,Earl Warren,scotus_justice,64.173
5083,1967_12_t02,15140.0,"William J. Brennan, Jr.",scotus_justice,88.255
5084,1967_12_t02,20273.0,Charles Alan Wright,not_a_justice,1010.897
5085,1967_12_t02,23552.0,"Francis X. Beytagh, Jr.",not_a_justice,1020.306
5086,1967_12_t03,15089.0,Hugo L. Black,scotus_justice,467.331
5087,1967_12_t03,15099.0,Earl Warren,scotus_justice,13.814
5088,1967_12_t03,15140.0,"William J. Brennan, Jr.",scotus_justice,18.088
5089,1967_12_t03,20273.0,Charles Alan Wright,not_a_justice,366.773
5090,1967_12_t03,23552.0,"Francis X. Beytagh, Jr.",not_a_justice,894.795
5091,1967_133_t02,15043.0,Potter Stewart,scotus_justice,483.572
5092,1967_133_t02,15061.0,Abe Fortas,scotus_justice,700.346
5093,1967_133_t02,15071.0,Byron R. White,scotus_justice,127.368
5094,1967_133_t02,15089.0,Hugo L. Black,scotus_justice,26.365
5095,1967_133_t02,15099.0,Earl Warren,scotus_justice,556.941
5096,1967_133_t02,15107.0,William O. Douglas,scotus_justice,92.485
5097,1967_133_t02,15140.0,"William J. Brennan, Jr.",scotus_justice,380.928
5098,1967_133_t02,18798.0,Charles Danzig,not_a_justice,1506.182
5099,1967_133_t02,22386.0,Erwin N. Griswold,not_a_justice,4008.299
5100,1967_133_t02,23432.0,Edward Benett Williams,not_a_justice,3113.476
5101,1967_154_t01,15043.0,Potter Stewart,scotus_justice,135.925
5102,1967_154_t01,15061.0,Abe Fortas,scotus_justice,263.115
5103,1967_154_t01,15071.0,Byron R. White,scotus_justice,161.197
5104,1967_154_t01,15099.0,Earl Warren,scotus_justice,257.928
5105,1967_154_t01,15104.0,Thurgood Marshall,scotus_justice,161.051
5106,1967_154_t01,34195.0,Lee Bailey,not_a_justice,1301.71
5107,1967_154_t01,37921.0,Philip C. Griffin,not_a_justice,1583.763
5108,1967_16_t01,15043.0,Potter Stewart,scotus_justice,90.258
5109,1967_16_t01,15061.0,Abe Fortas,scotus_justice,153.553
5110,1967_16_t01,15071.0,Byron R. White,scotus_justice,199.006
5111,1967_16_t01,15099.0,Earl Warren,scotus_justice,51.507
5112,1967_16_t01,15104.0,Thurgood Marshall,scotus_justice,66.45
5113,1967_16_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,184.638
5114,1967_16_t01,23227.0,Evan L. Schwab,not_a_justice,1992.444
5115,1967_16_t01,42283.0,Stephen C. Way,not_a_justice,329.669
5116,1967_174_t01,15043.0,Potter Stewart,scotus_justice,120.968
5117,1967_174_t01,15061.0,Abe Fortas,scotus_justice,179.331
5118,1967_174_t01,15071.0,Byron R. White,scotus_justice,630.293
5119,1967_174_t01,15089.0,Hugo L. Black,scotus_justice,157.239
5120,1967_174_t01,15099.0,Earl Warren,scotus_justice,148.11
5121,1967_174_t01,15104.0,Thurgood Marshall,scotus_justice,76.654
5122,1967_174_t01,15107.0,William O. Douglas,scotus_justice,38.797
5123,1967_174_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,130.205
5124,1967_174_t01,22590.0,Edward R. Kirkland,not_a_justice,918.92
5125,1967_174_t01,43802.0,Wallace E. Allbritton,not_a_justice,998.218
5126,1967_178_t02,15061.0,Abe Fortas,scotus_justice,378.512
5127,1967_178_t02,15071.0,Byron R. White,scotus_justice,100.322
5128,1967_178_t02,15089.0,Hugo L. Black,scotus_justice,307.813
5129,1967_178_t02,15099.0,Earl Warren,scotus_justice,88.612
5130,1967_178_t02,18058.0,Bernard G. Segal,not_a_justice,3068.57
5131,1967_178_t02,21293.0,Dominick L. Manoli,not_a_justice,373.748
5132,1967_178_t02,28565.0,Isaac N. Groner,not_a_justice,1599.363
5133,1967_187_t01,15043.0,Potter Stewart,scotus_justice,52.244
5134,1967_187_t01,15061.0,Abe Fortas,scotus_justice,937.51
5135,1967_187_t01,15071.0,Byron R. White,scotus_justice,717.323
5136,1967_187_t01,15089.0,Hugo L. Black,scotus_justice,455.908
5137,1967_187_t01,15099.0,Earl Warren,scotus_justice,213.129
5138,1967_187_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,42.09
5139,1967_187_t01,19256.0,Charles A. Hobbs,not_a_justice,2042.4
5140,1967_187_t01,34216.0,Louis F. Claiborne,not_a_justice,1436.041
5141,1967_196_t01,15043.0,Potter Stewart,scotus_justice,59.214
5142,1967_196_t01,15061.0,Abe Fortas,scotus_justice,49.093
5143,1967_196_t01,15099.0,Earl Warren,scotus_justice,34.21
5144,1967_196_t01,35153.0,Leonard Schroeter,not_a_justice,1336.733
5145,1967_196_t02,15043.0,Potter Stewart,scotus_justice,161.994
5146,1967_196_t02,15061.0,Abe Fortas,scotus_justice,577.279
5147,1967_196_t02,15071.0,Byron R. White,scotus_justice,20.168
5148,1967_196_t02,15089.0,Hugo L. Black,scotus_justice,334.583
5149,1967_196_t02,15099.0,Earl Warren,scotus_justice,659.935
5150,1967_196_t02,15140.0,"William J. Brennan, Jr.",scotus_justice,327.403
5151,1967_196_t02,29436.0,John Caughlan,not_a_justice,1396.449
5152,1967_196_t02,31969.0,"John S. Martin, Jr.",not_a_justice,2848.15
5153,1967_196_t02,35166.0,Leonard W. Schroeter,not_a_justice,582.466
5154,1967_236_t01,15043.0,Potter Stewart,scotus_justice,319.335
5155,1967_236_t01,15061.0,Abe Fortas,scotus_justice,872.897
5156,1967_236_t01,15071.0,Byron R. White,scotus_justice,111.301
5157,1967_236_t01,15089.0,Hugo L. Black,scotus_justice,24.499
5158,1967_236_t01,15099.0,Earl Warren,scotus_justice,209.134
5159,1967_236_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,158.158
5160,1967_236_t01,20273.0,Charles Alan Wright,not_a_justice,1186.626
5161,1967_236_t01,28425.0,Harris Weinstein,not_a_justice,1428.312
5162,1967_247_t01,15043.0,Potter Stewart,scotus_justice,129.65
5163,1967_247_t01,15061.0,Abe Fortas,scotus_justice,672.327
5164,1967_247_t01,15071.0,Byron R. White,scotus_justice,429.121
5165,1967_247_t01,15089.0,Hugo L. Black,scotus_justice,268.033
5166,1967_247_t01,15099.0,Earl Warren,scotus_justice,430.775
5167,1967_247_t01,15107.0,William O. Douglas,scotus_justice,185.089
5168,1967_247_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,173.868
5169,1967_247_t01,16324.0,Arthur Knodel,not_a_justice,1013.261
5170,1967_247_t01,29636.0,"Joseph Lawrence Coniff, Jr.",not_a_justice,874.833
5171,1967_247_t01,31969.0,"John S. Martin, Jr.",not_a_justice,1755.106
5172,1967_247_t01,33295.0,Jack E. Tanner,not_a_justice,1032.51
5173,1967_267_t01,15061.0,Abe Fortas,scotus_justice,205.541
5174,1967_267_t01,15071.0,Byron R. White,scotus_justice,55.479
5175,1967_267_t01,15089.0,Hugo L. Black,scotus_justice,48.693
5176,1967_267_t01,15099.0,Earl Warren,scotus_justice,142.322
5177,1967_267_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,80.567
5178,1967_267_t01,31969.0,"John S. Martin, Jr.",not_a_justice,1202.122
5179,1967_267_t01,38020.0,Patrick F. Hooks,not_a_justice,950.223
5180,1967_26_t01,15061.0,Abe Fortas,scotus_justice,185.614
5181,1967_26_t01,15071.0,Byron R. White,scotus_justice,125.133
5182,1967_26_t01,15089.0,Hugo L. Black,scotus_justice,2.087
5183,1967_26_t01,15099.0,Earl Warren,scotus_justice,43.281
5184,1967_26_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,91.548
5185,1967_26_t01,15674.0,Albert R. Connelly,not_a_justice,1622.287
5186,1967_26_t01,23467.0,Edwin M. Zimmerman,not_a_justice,2849.648
5187,1967_26_t01,26885.0,H. Francis Delone,not_a_justice,1399.501
5188,1967_27_t01,15061.0,Abe Fortas,scotus_justice,505.701
5189,1967_27_t01,15071.0,Byron R. White,scotus_justice,50.12
5190,1967_27_t01,15099.0,Earl Warren,scotus_justice,39.369
5191,1967_27_t01,20837.0,Daniel M. Friedman,not_a_justice,1431.227
5192,1967_27_t01,22482.0,Edward F. Howrey,not_a_justice,1199.6
5193,1967_28_t02,15071.0,Byron R. White,scotus_justice,139.545
5194,1967_28_t02,15089.0,Hugo L. Black,scotus_justice,128.078
5195,1967_28_t02,15099.0,Earl Warren,scotus_justice,39.049
5196,1967_28_t02,15140.0,"William J. Brennan, Jr.",scotus_justice,38.546
5197,1967_28_t02,15381.0,Avram G. Adler,not_a_justice,1236.459
5198,1967_28_t02,37153.0,Norman Paul Harvey,not_a_justice,928.229
5199,1967_2_t02,15043.0,Potter Stewart,scotus_justice,121.705
5200,1967_2_t02,15061.0,Abe Fortas,scotus_justice,497.062
5201,1967_2_t02,15071.0,Byron R. White,scotus_justice,304.64
5202,1967_2_t02,15089.0,Hugo L. Black,scotus_justice,800.964
5203,1967_2_t02,15099.0,Earl Warren,scotus_justice,263.013
5204,1967_2_t02,15140.0,"William J. Brennan, Jr.",scotus_justice,148.16
5205,1967_2_t02,24815.0,"Francis X. Beytagh, Jr.",not_a_justice,1569.407
5206,1967_2_t02,28425.0,Harris Weinstein,not_a_justice,20.566
5207,1967_2_t02,33738.0,Jacob D. Zeldes,not_a_justice,2961.611
5208,1967_305_t01,15061.0,Abe Fortas,scotus_justice,135.234
5209,1967_305_t01,15071.0,Byron R. White,scotus_justice,148.809
5210,1967_305_t01,15099.0,Earl Warren,scotus_justice,62.365
5211,1967_305_t01,20837.0,Daniel M. Friedman,not_a_justice,1659.451
5212,1967_305_t01,32487.0,John R. Quarles,not_a_justice,1614.367
5213,1967_309_t01,15043.0,Potter Stewart,scotus_justice,164.554
5214,1967_309_t01,15061.0,Abe Fortas,scotus_justice,512.952
5215,1967_309_t01,15071.0,Byron R. White,scotus_justice,534.312
5216,1967_309_t01,15089.0,Hugo L. Black,scotus_justice,240.614
5217,1967_309_t01,15099.0,Earl Warren,scotus_justice,29.555
5218,1967_309_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,173.52
5219,1967_309_t01,26075.0,Godfrey P. Schmidt,not_a_justice,2343.215
5220,1967_309_t01,40268.0,Ronald Rosenberg,not_a_justice,2563.581
5221,1967_324_t01,15043.0,Potter Stewart,scotus_justice,62.22
5222,1967_324_t01,15061.0,Abe Fortas,scotus_justice,111.019
5223,1967_324_t01,15071.0,Byron R. White,scotus_justice,241.481
5224,1967_324_t01,15089.0,Hugo L. Black,scotus_justice,8.468
5225,1967_324_t01,15099.0,Earl Warren,scotus_justice,74.545
5226,1967_324_t01,15104.0,Thurgood Marshall,scotus_justice,34.645
5227,1967_324_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,254.965
5228,1967_324_t01,43817.0,William H. Allen,not_a_justice,1314.155
5229,1967_324_t01,45790.0,William A. Peterson,not_a_justice,517.502
5230,1967_38_t01,15043.0,Potter Stewart,scotus_justice,16.098
5231,1967_38_t01,15061.0,Abe Fortas,scotus_justice,159.05
5232,1967_38_t01,15071.0,Byron R. White,scotus_justice,127.992
5233,1967_38_t01,15089.0,Hugo L. Black,scotus_justice,9.32
5234,1967_38_t01,15099.0,Earl Warren,scotus_justice,196.019
5235,1967_38_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,0.059
5236,1967_38_t01,28613.0,Irwin L. Langbein,not_a_justice,1504.56
5237,1967_38_t01,36665.0,M. James Spitzer,not_a_justice,781.609
5238,1967_38_t01,46151.0,"William P. Simmons, Jr.",not_a_justice,2499.577
5239,1967_40_t01,15043.0,Potter Stewart,scotus_justice,109.48
5240,1967_40_t01,15061.0,Abe Fortas,scotus_justice,471.655
5241,1967_40_t01,15071.0,Byron R. White,scotus_justice,243.244
5242,1967_40_t01,15089.0,Hugo L. Black,scotus_justice,259.314
5243,1967_40_t01,15099.0,Earl Warren,scotus_justice,68.27
5244,1967_40_t01,15107.0,William O. Douglas,scotus_justice,2.201
5245,1967_40_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,205.89
5246,1967_40_t01,33640.0,James S. Welch,not_a_justice,4.076
5247,1967_40_t01,36329.0,Malcolm Y. Marshall,not_a_justice,2497.226
5248,1967_40_t01,39852.0,Robert H. Marquis,not_a_justice,2632.168
5249,1967_40_t01,46329.0,William R. Stanifer,not_a_justice,450.28
5250,1967_416_t01,15043.0,Potter Stewart,scotus_justice,182.913
5251,1967_416_t01,15061.0,Abe Fortas,scotus_justice,526.948
5252,1967_416_t01,15071.0,Byron R. White,scotus_justice,100.823
5253,1967_416_t01,15089.0,Hugo L. Black,scotus_justice,145.207
5254,1967_416_t01,15099.0,Earl Warren,scotus_justice,62.892
5255,1967_416_t01,15104.0,Thurgood Marshall,scotus_justice,83.746
5256,1967_416_t01,15107.0,William O. Douglas,scotus_justice,30.185
5257,1967_416_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,39.398
5258,1967_416_t01,22386.0,Erwin N. Griswold,not_a_justice,2839.01
5259,1967_416_t01,34959.0,Leo Pfeffer,not_a_justice,2508.861
5260,1967_416_t01,41270.0,"Sam J. Ervin, Jr.",not_a_justice,550.832
5261,1967_41_t01,15043.0,Potter Stewart,scotus_justice,85.508
5262,1967_41_t01,15061.0,Abe Fortas,scotus_justice,196.466
5263,1967_41_t01,15071.0,Byron R. White,scotus_justice,91.654
5264,1967_41_t01,15089.0,Hugo L. Black,scotus_justice,180.451
5265,1967_41_t01,15099.0,Earl Warren,scotus_justice,20.501
5266,1967_41_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,242.525
5267,1967_41_t01,21891.0,Edward Brodsky,not_a_justice,1374.142
5268,1967_41_t01,41398.0,Sidney M. Glazer,not_a_justice,1548.303
5269,1967_48_t01,15043.0,Potter Stewart,scotus_justice,46.895
5270,1967_48_t01,15061.0,Abe Fortas,scotus_justice,129.295
5271,1967_48_t01,15071.0,Byron R. White,scotus_justice,107.308
5272,1967_48_t01,15099.0,Earl Warren,scotus_justice,33.519
5273,1967_48_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,75.621
5274,1967_48_t01,25357.0,"Glenn L. Greene, Jr.",not_a_justice,964.808
5275,1967_48_t01,35889.0,Michael H. Gottesman,not_a_justice,1527.581
5276,1967_510_t01,15043.0,Potter Stewart,scotus_justice,69.265
5277,1967_510_t01,15061.0,Abe Fortas,scotus_justice,142.171
5278,1967_510_t01,15071.0,Byron R. White,scotus_justice,231.559
5279,1967_510_t01,15089.0,Hugo L. Black,scotus_justice,30.219
5280,1967_510_t01,15099.0,Earl Warren,scotus_justice,144.953
5281,1967_510_t01,15104.0,Thurgood Marshall,scotus_justice,42.039
5282,1967_510_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,66.378
5283,1967_510_t01,29683.0,John F. Cirricione,not_a_justice,720.093
5284,1967_510_t01,31503.0,John Ligtenberg,not_a_justice,1452.125
5285,1967_517_t01,15071.0,Byron R. White,scotus_justice,128.686
5286,1967_517_t01,15089.0,Hugo L. Black,scotus_justice,14.46
5287,1967_517_t01,15099.0,Earl Warren,scotus_justice,32.508
5288,1967_517_t01,15104.0,Thurgood Marshall,scotus_justice,134.208
5289,1967_517_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,181.024
5290,1967_517_t01,39722.0,Robert L. Kleinpeter,not_a_justice,690.068
5291,1967_517_t01,40462.0,Russell J. Schonekas,not_a_justice,746.564
5292,1967_597_t01,15043.0,Potter Stewart,scotus_justice,16.895
5293,1967_597_t01,15061.0,Abe Fortas,scotus_justice,847.181
5294,1967_597_t01,15071.0,Byron R. White,scotus_justice,319.52
5295,1967_597_t01,15089.0,Hugo L. Black,scotus_justice,146.802
5296,1967_597_t01,15099.0,Earl Warren,scotus_justice,93.589
5297,1967_597_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,121.48
5298,1967_597_t01,21634.0,Donald F. Turner,not_a_justice,2736.629
5299,1967_597_t01,38985.0,Ralph M. Carson,not_a_justice,2953.746
5300,1967_59_t01,15043.0,Potter Stewart,scotus_justice,5.212
5301,1967_59_t01,15061.0,Abe Fortas,scotus_justice,225.449
5302,1967_59_t01,15071.0,Byron R. White,scotus_justice,105.697
5303,1967_59_t01,15089.0,Hugo L. Black,scotus_justice,10.68
5304,1967_59_t01,15099.0,Earl Warren,scotus_justice,73.991
5305,1967_59_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,303.763
5306,1967_59_t01,27524.0,Harold A. Liebenson,not_a_justice,1175.536
5307,1967_59_t01,35539.0,Mark A. Braun,not_a_justice,1431.019
5308,1967_60_t02,15043.0,Potter Stewart,scotus_justice,68.251
5309,1967_60_t02,15061.0,Abe Fortas,scotus_justice,177.752
5310,1967_60_t02,15071.0,Byron R. White,scotus_justice,245.737
5311,1967_60_t02,15089.0,Hugo L. Black,scotus_justice,45.271
5312,1967_60_t02,15099.0,Earl Warren,scotus_justice,61.82
5313,1967_60_t02,15140.0,"William J. Brennan, Jr.",scotus_justice,13.778
5314,1967_60_t02,38303.0,Peter H. Schiff,not_a_justice,4838.032
5315,1967_60_t02,44300.0,"William T. Coleman, Jr.",not_a_justice,2033.434
5316,1967_616_t01,15061.0,Abe Fortas,scotus_justice,339.033
5317,1967_616_t01,15071.0,Byron R. White,scotus_justice,58.82
5318,1967_616_t01,15089.0,Hugo L. Black,scotus_justice,1.919
5319,1967_616_t01,15099.0,Earl Warren,scotus_justice,170.166
5320,1967_616_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,5.423
5321,1967_616_t01,28100.0,Harold Stern,not_a_justice,1229.381
5322,1967_616_t01,35240.0,Lawrence G. Wallace,not_a_justice,1402.007
5323,1967_630_t01,15061.0,Abe Fortas,scotus_justice,401.498
5324,1967_630_t01,15071.0,Byron R. White,scotus_justice,61.206
5325,1967_630_t01,15089.0,Hugo L. Black,scotus_justice,2.688
5326,1967_630_t01,15099.0,Earl Warren,scotus_justice,52.27
5327,1967_630_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,16.036
5328,1967_630_t01,23605.0,Frank J. Barry,not_a_justice,1808.526
5329,1967_630_t01,28256.0,Howard A. Twitty,not_a_justice,1438.232
5330,1967_638_t01,15043.0,Potter Stewart,scotus_justice,19.539
5331,1967_638_t01,15071.0,Byron R. White,scotus_justice,187.86
5332,1967_638_t01,15099.0,Earl Warren,scotus_justice,126.173
5333,1967_638_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,0.602
5334,1967_638_t01,19054.0,Charles Gordon,not_a_justice,1589.656
5335,1967_638_t01,29800.0,Jules E. Coven,not_a_justice,962.988
5336,1967_638_t01,31969.0,"John S. Martin, Jr.",not_a_justice,3.384
5337,1967_638_t01,44422.0,"William H. Dempsey, Jr.",not_a_justice,1769.553
5338,1967_639_t01,15043.0,Potter Stewart,scotus_justice,78.709
5339,1967_639_t01,15061.0,Abe Fortas,scotus_justice,264.671
5340,1967_639_t01,15071.0,Byron R. White,scotus_justice,46.686
5341,1967_639_t01,15089.0,Hugo L. Black,scotus_justice,56.634
5342,1967_639_t01,15099.0,Earl Warren,scotus_justice,276.503
5343,1967_639_t01,15104.0,Thurgood Marshall,scotus_justice,12.09
5344,1967_639_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,4.42
5345,1967_639_t01,21310.0,David R. Normann,not_a_justice,988.441
5346,1967_639_t01,46564.0,William F. Wessel,not_a_justice,347.643
5347,1967_639_t02,15043.0,Potter Stewart,scotus_justice,78.548
5348,1967_639_t02,15061.0,Abe Fortas,scotus_justice,12.655
5349,1967_639_t02,15071.0,Byron R. White,scotus_justice,172.241
5350,1967_639_t02,15089.0,Hugo L. Black,scotus_justice,105.761
5351,1967_639_t02,15099.0,Earl Warren,scotus_justice,51.609
5352,1967_639_t02,15104.0,Thurgood Marshall,scotus_justice,71.34
5353,1967_639_t02,15140.0,"William J. Brennan, Jr.",scotus_justice,62.992
5354,1967_639_t02,21310.0,David R. Normann,not_a_justice,317.928
5355,1967_639_t02,46564.0,William F. Wessel,not_a_justice,1245.166
5356,1967_63_t01,15043.0,Potter Stewart,scotus_justice,174.307
5357,1967_63_t01,15061.0,Abe Fortas,scotus_justice,289.413
5358,1967_63_t01,15071.0,Byron R. White,scotus_justice,200.424
5359,1967_63_t01,15089.0,Hugo L. Black,scotus_justice,3.267
5360,1967_63_t01,15099.0,Earl Warren,scotus_justice,189.062
5361,1967_63_t01,15104.0,Thurgood Marshall,scotus_justice,138.444
5362,1967_63_t01,15107.0,William O. Douglas,scotus_justice,57.89
5363,1967_63_t01,25856.0,Gretchen White Oberman,not_a_justice,1364.674
5364,1967_63_t01,29010.0,Justice Bernnan,not_a_justice,85.291
5365,1967_63_t01,33819.0,Kalman Finkel,not_a_justice,1250.049
5366,1967_63_t01,46094.0,William I. Siegel,not_a_justice,834.165
5367,1967_63_t02,15043.0,Potter Stewart,scotus_justice,77.664
5368,1967_63_t02,15045.0,Harry A. Blackmun,scotus_justice,31.896
5369,1967_63_t02,15061.0,Abe Fortas,scotus_justice,611.103
5370,1967_63_t02,15071.0,Byron R. White,scotus_justice,297.913
5371,1967_63_t02,15089.0,Hugo L. Black,scotus_justice,390.573
5372,1967_63_t02,15099.0,Earl Warren,scotus_justice,1004.006
5373,1967_63_t02,15104.0,Thurgood Marshall,scotus_justice,337.754
5374,1967_63_t02,15107.0,William O. Douglas,scotus_justice,1.973
5375,1967_63_t02,25856.0,Gretchen White Oberman,not_a_justice,147.414
5376,1967_63_t02,29174.0,Justice Berannan,not_a_justice,360.332
5377,1967_63_t02,29836.0,James J. Duggan,not_a_justice,953.845
5378,1967_63_t02,39199.0,Robert Stuart Friedman,not_a_justice,1835.195
5379,1967_63_t02,46094.0,William I. Siegel,not_a_justice,539.039
5380,1967_660_t01,15043.0,Potter Stewart,scotus_justice,175.263
5381,1967_660_t01,15061.0,Abe Fortas,scotus_justice,558.864
5382,1967_660_t01,15071.0,Byron R. White,scotus_justice,280.554
5383,1967_660_t01,15089.0,Hugo L. Black,scotus_justice,198.137
5384,1967_660_t01,15099.0,Earl Warren,scotus_justice,623.08
5385,1967_660_t01,15104.0,Thurgood Marshall,scotus_justice,68.73
5386,1967_660_t01,15107.0,William O. Douglas,scotus_justice,130.312
5387,1967_660_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,129.024
5388,1967_660_t01,29612.0,Jean M. Coon,not_a_justice,1095.04
5389,1967_660_t01,34748.0,Louis J. Lefkowitz,not_a_justice,3.775
5390,1967_660_t01,36449.0,Marvin E. Pollock,not_a_justice,2058.308
5391,1967_660_t01,37810.0,Porter R. Chandler,not_a_justice,1604.345
5392,1967_66_t01,15061.0,Abe Fortas,scotus_justice,21.634
5393,1967_66_t01,15099.0,Earl Warren,scotus_justice,33.018
5394,1967_66_t01,44861.0,William H. Henderson,not_a_justice,382.686
5395,1967_673_t01,15043.0,Potter Stewart,scotus_justice,75.67
5396,1967_673_t01,15061.0,Abe Fortas,scotus_justice,458.202
5397,1967_673_t01,15071.0,Byron R. White,scotus_justice,166.558
5398,1967_673_t01,15089.0,Hugo L. Black,scotus_justice,122.819
5399,1967_673_t01,15099.0,Earl Warren,scotus_justice,101.54
5400,1967_673_t01,15104.0,Thurgood Marshall,scotus_justice,69.606
5401,1967_673_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,73.161
5402,1967_673_t01,15602.0,Albert A. Blinder,not_a_justice,1996.665
5403,1967_673_t01,37987.0,Paul W. Hessel,not_a_justice,1406.602
5404,1967_673_t01,41446.0,Samuel A. Hirshowitz,not_a_justice,1017.09
5405,1967_699_t02,15061.0,Abe Fortas,scotus_justice,107.19
5406,1967_699_t02,15071.0,Byron R. White,scotus_justice,50.466
5407,1967_699_t02,15089.0,Hugo L. Black,scotus_justice,25.832
5408,1967_699_t02,15099.0,Earl Warren,scotus_justice,58.381
5409,1967_699_t02,15140.0,"William J. Brennan, Jr.",scotus_justice,52.862
5410,1967_699_t02,16337.0,Arthur Kinoy,not_a_justice,631.605
5411,1967_699_t02,18082.0,Benjamin E. Smith,not_a_justice,1032.902
5412,1967_69_t01,15043.0,Potter Stewart,scotus_justice,129.298
5413,1967_69_t01,15061.0,Abe Fortas,scotus_justice,236.713
5414,1967_69_t01,15071.0,Byron R. White,scotus_justice,325.922
5415,1967_69_t01,15089.0,Hugo L. Black,scotus_justice,115.621
5416,1967_69_t01,15099.0,Earl Warren,scotus_justice,291.15
5417,1967_69_t01,15107.0,William O. Douglas,scotus_justice,15.075
5418,1967_69_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,305.417
5419,1967_69_t01,26172.0,Gary J. Torre,not_a_justice,1662.045
5420,1967_69_t01,39681.0,Robert N. Katz,not_a_justice,997.737
5421,1967_69_t01,40232.0,Richard A. Posner,not_a_justice,819.357
5422,1967_69_t01,44994.0,Walter Herzfeld,not_a_justice,1473.513
5423,1967_702_t02,15043.0,Potter Stewart,scotus_justice,396.531
5424,1967_702_t02,15061.0,Abe Fortas,scotus_justice,569.086
5425,1967_702_t02,15071.0,Byron R. White,scotus_justice,58.167
5426,1967_702_t02,15089.0,Hugo L. Black,scotus_justice,110.439
5427,1967_702_t02,15099.0,Earl Warren,scotus_justice,33.629
5428,1967_702_t02,15104.0,Thurgood Marshall,scotus_justice,335.067
5429,1967_702_t02,15119.0,"Lewis F. Powell, Jr.",scotus_justice,36.863
5430,1967_702_t02,15140.0,"William J. Brennan, Jr.",scotus_justice,110.2
5431,1967_702_t02,17552.0,Brian Concannon,not_a_justice,1645.018
5432,1967_702_t02,31053.0,John Harrington,not_a_justice,891.344
5433,1967_740_t01,15043.0,Potter Stewart,scotus_justice,262.678
5434,1967_740_t01,15061.0,Abe Fortas,scotus_justice,19.77
5435,1967_740_t01,15071.0,Byron R. White,scotus_justice,242.527
5436,1967_740_t01,15089.0,Hugo L. Black,scotus_justice,159.893
5437,1967_740_t01,15099.0,Earl Warren,scotus_justice,300.079
5438,1967_740_t01,15104.0,Thurgood Marshall,scotus_justice,114.845
5439,1967_740_t01,32207.0,"James M. Nabrit, III,",not_a_justice,1317.267
5440,1967_740_t01,40305.0,Russell Rice,not_a_justice,1624.94
5441,1967_75_t01,15061.0,Abe Fortas,scotus_justice,190.875
