,transcript_id,speaker_ID,speaker,speaker_role,text_duration
0,1940_1955_350us11_t01,15050.0,Felix Frankfurter,scotus_justice,133.722
1,1940_1955_350us11_t01,15063.0,Stanley Reed,scotus_justice,87.434
2,1940_1955_350us11_t01,15089.0,Hugo L. Black,scotus_justice,259.376
3,1940_1955_350us11_t01,15099.0,Earl Warren,scotus_justice,282.853
4,1940_1955_350us11_t01,15127.0,Harold Burton,scotus_justice,206.925
5,1940_1955_350us11_t01,42093.0,Simon E. Sobeloff,not_a_justice,2804.259
6,1940_1955_350us11_t01,45178.0,"William A. Kehoe, Jr.",not_a_justice,2719.816
7,1955_102_t01,15050.0,Felix Frankfurter,scotus_justice,5.295
8,1955_102_t01,15063.0,Stanley Reed,scotus_justice,7.445
9,1955_102_t01,15089.0,Hugo L. Black,scotus_justice,21.708
10,1955_102_t01,15099.0,Earl Warren,scotus_justice,13.024
11,1955_102_t01,38608.0,Robert N. Burchmore,not_a_justice,331.059
12,1955_10_orig_t01,15050.0,Felix Frankfurter,scotus_justice,103.924
13,1955_10_orig_t01,15063.0,Stanley Reed,scotus_justice,12.335
14,1955_10_orig_t01,15089.0,Hugo L. Black,scotus_justice,196.081
15,1955_10_orig_t01,15099.0,Earl Warren,scotus_justice,57.91
16,1955_10_orig_t01,15107.0,William O. Douglas,scotus_justice,87.669
17,1955_10_orig_t01,37089.0,Northcutt Ely,not_a_justice,4092.941
18,1955_10_orig_t01,45423.0,W. T. Mathews,not_a_justice,214.774
19,1955_10_orig_t02,15050.0,Felix Frankfurter,scotus_justice,541.738
20,1955_10_orig_t02,15063.0,Stanley Reed,scotus_justice,64.185
21,1955_10_orig_t02,15089.0,Hugo L. Black,scotus_justice,616.563
22,1955_10_orig_t02,15107.0,William O. Douglas,scotus_justice,43.239
23,1955_10_orig_t02,15127.0,Harold Burton,scotus_justice,49.456
24,1955_10_orig_t02,16091.0,Mr. Attorney General,not_a_justice,1390.284
25,1955_10_orig_t02,26708.0,Hatfield Chilson,not_a_justice,2137.949
26,1955_10_orig_t02,30403.0,John P. Frank,not_a_justice,2925.753
27,1955_10_orig_t02,37089.0,Northcutt Ely,not_a_justice,1225.325
28,1955_10_orig_t02,45423.0,W. T. Mathews,not_a_justice,806.278
29,1955_10_t01,15037.0,Sherman Minton,scotus_justice,5.15
30,1955_10_t01,15050.0,Felix Frankfurter,scotus_justice,886.272
31,1955_10_t01,15063.0,Stanley Reed,scotus_justice,92.974
32,1955_10_t01,15083.0,Tom C. Clark,scotus_justice,50.67
33,1955_10_t01,15089.0,Hugo L. Black,scotus_justice,373.324
34,1955_10_t01,15099.0,Earl Warren,scotus_justice,132.246
35,1955_10_t01,15107.0,William O. Douglas,scotus_justice,8.497
36,1955_10_t01,15127.0,Harold Burton,scotus_justice,116.073
37,1955_10_t01,18345.0,Charles F. Barber,not_a_justice,1237.034
38,1955_10_t01,28219.0,Herbert S. Thatcher,not_a_justice,2503.001
39,1955_10_t01,35232.0,Louis C. Wyman,not_a_justice,1490.409
40,1955_111_t01,15037.0,Sherman Minton,scotus_justice,27.678
41,1955_111_t01,15050.0,Felix Frankfurter,scotus_justice,180.686
42,1955_111_t01,15063.0,Stanley Reed,scotus_justice,94.435
43,1955_111_t01,15083.0,Tom C. Clark,scotus_justice,7.38
44,1955_111_t01,15089.0,Hugo L. Black,scotus_justice,371.454
45,1955_111_t01,15099.0,Earl Warren,scotus_justice,277.265
46,1955_111_t01,17224.0,A.L. Wirin,not_a_justice,2761.616
47,1955_111_t01,37425.0,Oscar H. Davis,not_a_justice,1880.15
48,1955_156_t01,15089.0,Hugo L. Black,scotus_justice,0.447999999999
49,1955_156_t01,15099.0,Earl Warren,scotus_justice,35.748
50,1955_156_t01,29035.0,John R. Benney,not_a_justice,1793.342
51,1955_156_t01,34487.0,Leslie C. Gillen,not_a_justice,3289.942
52,1955_162_t01,15037.0,Sherman Minton,scotus_justice,14.733
53,1955_162_t01,15050.0,Felix Frankfurter,scotus_justice,674.669
54,1955_162_t01,15063.0,Stanley Reed,scotus_justice,30.651
55,1955_162_t01,15083.0,Tom C. Clark,scotus_justice,36.557
56,1955_162_t01,15089.0,Hugo L. Black,scotus_justice,162.081
57,1955_162_t01,15099.0,Earl Warren,scotus_justice,228.22
58,1955_162_t01,15107.0,William O. Douglas,scotus_justice,1.537
59,1955_162_t01,15127.0,Harold Burton,scotus_justice,34.678
60,1955_162_t01,19847.0,Carl L. Phinney,not_a_justice,1209.322
61,1955_162_t01,20266.0,Charles H. Weston,not_a_justice,1242.712
62,1955_162_t01,21291.0,David G. Macdonald,not_a_justice,552.185
63,1955_162_t01,39331.0,Robert W. Ginnane,not_a_justice,2185.405
64,1955_16_t02,16091.0,Mr. Attorney General,not_a_justice,465.579
65,1955_20_t01,15050.0,Felix Frankfurter,scotus_justice,195.728
66,1955_20_t01,15063.0,Stanley Reed,scotus_justice,91.444
67,1955_20_t01,15089.0,Hugo L. Black,scotus_justice,40.649
68,1955_20_t01,15099.0,Earl Warren,scotus_justice,56.378
69,1955_20_t01,15127.0,Harold Burton,scotus_justice,16.236
70,1955_20_t01,19936.0,Charles K. Rice,not_a_justice,3130.483
71,1955_20_t01,31300.0,Jay O. Kramer,not_a_justice,2608.385
72,1955_20_t01,41797.0,Samuel A. McCain,not_a_justice,751.226
73,1955_22_t01,15050.0,Felix Frankfurter,scotus_justice,176.225
74,1955_22_t01,15083.0,Tom C. Clark,scotus_justice,1.482
75,1955_22_t01,15089.0,Hugo L. Black,scotus_justice,12.937
76,1955_22_t01,15099.0,Earl Warren,scotus_justice,115.211
77,1955_22_t01,15127.0,Harold Burton,scotus_justice,53.625
78,1955_22_t01,17850.0,Bessie Margolin,not_a_justice,1593.841
79,1955_22_t01,20052.0,Cecil Sims,not_a_justice,1810.716
80,1955_231_t02,15037.0,Sherman Minton,scotus_justice,6.268
81,1955_231_t02,15050.0,Felix Frankfurter,scotus_justice,220.101
82,1955_231_t02,15063.0,Stanley Reed,scotus_justice,95.53
83,1955_231_t02,15083.0,Tom C. Clark,scotus_justice,26.218
84,1955_231_t02,15089.0,Hugo L. Black,scotus_justice,168.424
85,1955_231_t02,15099.0,Earl Warren,scotus_justice,351.779
86,1955_231_t02,15107.0,William O. Douglas,scotus_justice,100.443
87,1955_231_t02,15127.0,Harold Burton,scotus_justice,34.71
88,1955_231_t02,37176.0,Norman M. Littell,not_a_justice,436.67
89,1955_231_t02,39932.0,Roger P. Marquis,not_a_justice,2670.662
90,1955_233_t01,15050.0,Felix Frankfurter,scotus_justice,347.056
91,1955_233_t01,15063.0,Stanley Reed,scotus_justice,115.149
92,1955_233_t01,15089.0,Hugo L. Black,scotus_justice,49.317
93,1955_233_t01,15099.0,Earl Warren,scotus_justice,20.038
94,1955_233_t01,15127.0,Harold Burton,scotus_justice,2.198
95,1955_233_t01,20837.0,Daniel M. Friedman,not_a_justice,443.73
96,1955_233_t01,37020.0,Nuel D. Belnap,not_a_justice,1513.599
97,1955_233_t02,15050.0,Felix Frankfurter,scotus_justice,530.696
98,1955_233_t02,15089.0,Hugo L. Black,scotus_justice,290.237
99,1955_233_t02,15099.0,Earl Warren,scotus_justice,136.424
100,1955_233_t02,15127.0,Harold Burton,scotus_justice,9.861
101,1955_233_t02,15137.0,John M. Harlan,scotus_justice,22.583
102,1955_233_t02,20837.0,Daniel M. Friedman,not_a_justice,768.24
103,1955_233_t02,29997.0,John A. Daily,not_a_justice,1152.928
104,1955_233_t02,37020.0,Nuel D. Belnap,not_a_justice,173.879
105,1955_233_t02,41440.0,Samuel R. Howell,not_a_justice,1436.863
106,1955_23_t01,15050.0,Felix Frankfurter,scotus_justice,18.712
107,1955_23_t01,15099.0,Earl Warren,scotus_justice,70.777
108,1955_23_t01,22695.0,Ephraim London,not_a_justice,387.713
109,1955_23_t02,15050.0,Felix Frankfurter,scotus_justice,1131.719
110,1955_23_t02,15063.0,Stanley Reed,scotus_justice,53.713
111,1955_23_t02,15089.0,Hugo L. Black,scotus_justice,529.512
112,1955_23_t02,15099.0,Earl Warren,scotus_justice,557.226
113,1955_23_t02,15107.0,William O. Douglas,scotus_justice,6.687
114,1955_23_t02,15127.0,Harold Burton,scotus_justice,35.591
115,1955_23_t02,15137.0,John M. Harlan,scotus_justice,44.332
116,1955_23_t02,21517.0,Daniel T. Scannell,not_a_justice,1876.84
117,1955_23_t02,22695.0,Ephraim London,not_a_justice,1854.772
118,1955_24_t02,15037.0,Sherman Minton,scotus_justice,27.515
119,1955_24_t02,15089.0,Hugo L. Black,scotus_justice,8.255
120,1955_24_t02,15099.0,Earl Warren,scotus_justice,52.228
121,1955_24_t02,26723.0,Henry C. Clausen,not_a_justice,1267.524
122,1955_24_t02,35986.0,Morton H. Hollander,not_a_justice,181.118
123,1955_250_t01,15050.0,Felix Frankfurter,scotus_justice,478.923
124,1955_250_t01,15063.0,Stanley Reed,scotus_justice,47.428
125,1955_250_t01,15089.0,Hugo L. Black,scotus_justice,13.304
126,1955_250_t01,15099.0,Earl Warren,scotus_justice,34.564
127,1955_250_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,23.147
128,1955_250_t01,21293.0,Dominick L. Manoli,not_a_justice,1704.849
129,1955_250_t01,37446.0,O. B. Fisher,not_a_justice,1566.622
130,1955_250_t03,15050.0,Felix Frankfurter,scotus_justice,224.412
131,1955_250_t03,15063.0,Stanley Reed,scotus_justice,35.56
132,1955_250_t03,15089.0,Hugo L. Black,scotus_justice,8.831
133,1955_250_t03,15099.0,Earl Warren,scotus_justice,15.13
134,1955_250_t03,15127.0,Harold Burton,scotus_justice,13.094
135,1955_250_t03,21293.0,Dominick L. Manoli,not_a_justice,1299.216
136,1955_250_t03,33901.0,Karl H. Mueller,not_a_justice,1761.053
137,1955_25_t02,15050.0,Felix Frankfurter,scotus_justice,42.08
138,1955_25_t02,15099.0,Earl Warren,scotus_justice,17.789
139,1955_25_t02,29866.0,James F. Dwyer,not_a_justice,704.563
140,1955_286_t03,15037.0,Sherman Minton,scotus_justice,15.701
141,1955_286_t03,15063.0,Stanley Reed,scotus_justice,187.686
142,1955_286_t03,15089.0,Hugo L. Black,scotus_justice,41.642
143,1955_286_t03,15099.0,Earl Warren,scotus_justice,101.457
144,1955_286_t03,15127.0,Harold Burton,scotus_justice,58.036
145,1955_286_t03,27252.0,Harry R. Horrow,not_a_justice,1354.651
146,1955_286_t03,28451.0,Hilbert P. Zarky,not_a_justice,1359.483
147,1955_30_t01,15050.0,Felix Frankfurter,scotus_justice,541.614
148,1955_30_t01,15063.0,Stanley Reed,scotus_justice,265.462
149,1955_30_t01,15089.0,Hugo L. Black,scotus_justice,25.064
150,1955_30_t01,15099.0,Earl Warren,scotus_justice,99.448
151,1955_30_t01,15127.0,Harold Burton,scotus_justice,21.158
152,1955_30_t01,18001.0,Beatrice Rosenberg,not_a_justice,1350.273
153,1955_30_t01,32945.0,Joseph A. Sommer,not_a_justice,2299.292
154,1955_320_t01,15050.0,Felix Frankfurter,scotus_justice,208.419
155,1955_320_t01,15061.0,Abe Fortas,scotus_justice,1096.464
156,1955_320_t01,15063.0,Stanley Reed,scotus_justice,45.055
157,1955_320_t01,15099.0,Earl Warren,scotus_justice,4.085
158,1955_320_t02,15050.0,Felix Frankfurter,scotus_justice,781.007
159,1955_320_t02,15061.0,Abe Fortas,scotus_justice,274.953
160,1955_320_t02,15089.0,Hugo L. Black,scotus_justice,2.316
161,1955_320_t02,15099.0,Earl Warren,scotus_justice,196.936
162,1955_320_t02,15107.0,William O. Douglas,scotus_justice,12.373
163,1955_320_t02,15127.0,Harold Burton,scotus_justice,23.102
164,1955_320_t02,15137.0,John M. Harlan,scotus_justice,34.62
165,1955_320_t02,22707.0,Everett L. Looney,not_a_justice,1785.132
166,1955_320_t02,26179.0,Gray Thoron,not_a_justice,2796.065
167,1955_32_t02,15037.0,Sherman Minton,scotus_justice,88.769
168,1955_32_t02,15050.0,Felix Frankfurter,scotus_justice,597.78
169,1955_32_t02,15063.0,Stanley Reed,scotus_justice,93.024
170,1955_32_t02,15089.0,Hugo L. Black,scotus_justice,355.852
171,1955_32_t02,15099.0,Earl Warren,scotus_justice,367.295
172,1955_32_t02,15127.0,Harold Burton,scotus_justice,47.834
173,1955_32_t02,25273.0,George H. Fust,not_a_justice,741.585
174,1955_32_t02,26090.0,Gerard H. Schreiber,not_a_justice,409.513
175,1955_32_t02,34570.0,"Leon D. Hubert, Jr.",not_a_justice,2155.709
176,1955_32_t02,38845.0,"Rudolph F. Becker, Jr.",not_a_justice,379.71
177,1955_342_t02,15037.0,Sherman Minton,scotus_justice,7.46
178,1955_342_t02,15050.0,Felix Frankfurter,scotus_justice,186.763
179,1955_342_t02,15063.0,Stanley Reed,scotus_justice,40.414
180,1955_342_t02,15089.0,Hugo L. Black,scotus_justice,105.208
181,1955_342_t02,15099.0,Earl Warren,scotus_justice,91.884
182,1955_342_t02,15127.0,Harold Burton,scotus_justice,20.024
183,1955_342_t02,16766.0,Arthur J. Phelan,not_a_justice,1398.308
184,1955_342_t02,17556.0,Bernard Chazen,not_a_justice,1388.303
185,1955_342_t02,29504.0,Jusitce Clark,not_a_justice,11.728
186,1955_342_t02,30184.0,James M. Estabrook,not_a_justice,1028.823
187,1955_35_t03,15050.0,Felix Frankfurter,scotus_justice,233.944
188,1955_35_t03,15063.0,Stanley Reed,scotus_justice,67.715
189,1955_35_t03,15083.0,Tom C. Clark,scotus_justice,111.161
190,1955_35_t03,15089.0,Hugo L. Black,scotus_justice,289.123
191,1955_35_t03,15099.0,Earl Warren,scotus_justice,178.628
192,1955_35_t03,25286.0,George Morris Fay,not_a_justice,1310.374
193,1955_35_t03,35822.0,Marvin E. Frankel,not_a_justice,831.609
194,1955_38_t02,15037.0,Sherman Minton,scotus_justice,18.298
195,1955_38_t02,15050.0,Felix Frankfurter,scotus_justice,32.188
196,1955_38_t02,15063.0,Stanley Reed,scotus_justice,52.822
197,1955_38_t02,15083.0,Tom C. Clark,scotus_justice,19.06
198,1955_38_t02,15089.0,Hugo L. Black,scotus_justice,93.706
199,1955_38_t02,15099.0,Earl Warren,scotus_justice,18.839
200,1955_38_t02,39299.0,Robert N. Gorman,not_a_justice,1094.973
201,1955_38_t02,46223.0,Walter K. Sibbald,not_a_justice,372.952
202,1955_404_t03,15050.0,Felix Frankfurter,scotus_justice,299.086
203,1955_404_t03,15063.0,Stanley Reed,scotus_justice,2.533
204,1955_404_t03,15089.0,Hugo L. Black,scotus_justice,16.084
205,1955_404_t03,15099.0,Earl Warren,scotus_justice,121.806
206,1955_404_t03,37443.0,Orville Entenman,not_a_justice,824.085
207,1955_404_t03,40457.0,Robert L. Stern,not_a_justice,660.792
208,1955_42_t01,15050.0,Felix Frankfurter,scotus_justice,724.058
209,1955_42_t01,15063.0,Stanley Reed,scotus_justice,3.797
210,1955_42_t01,15083.0,Tom C. Clark,scotus_justice,86.592
211,1955_42_t01,15089.0,Hugo L. Black,scotus_justice,387.575
212,1955_42_t01,15099.0,Earl Warren,scotus_justice,241.249
213,1955_42_t01,15127.0,Harold Burton,scotus_justice,82.813
214,1955_42_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,1.575
215,1955_42_t01,22074.0,Emory A. Cantey,not_a_justice,2768.103
216,1955_42_t01,26040.0,"G. C. Spillers, Jr.",not_a_justice,2045.906
217,1955_42_t02,15037.0,Sherman Minton,scotus_justice,19.677
218,1955_42_t02,15099.0,Earl Warren,scotus_justice,57.622
219,1955_42_t02,26040.0,"G. C. Spillers, Jr.",not_a_justice,717.97
220,1955_442_t01,15050.0,Felix Frankfurter,scotus_justice,514.452
221,1955_442_t01,15063.0,Stanley Reed,scotus_justice,128.021
222,1955_442_t01,15099.0,Earl Warren,scotus_justice,206.681
223,1955_442_t01,21300.0,Donald B. MacGuineas,not_a_justice,1069.241
224,1955_442_t01,21523.0,David I. Shapiro,not_a_justice,2529.798
225,1955_451_t02,15050.0,Felix Frankfurter,scotus_justice,127.039
226,1955_451_t02,15063.0,Stanley Reed,scotus_justice,36.052
227,1955_451_t02,15099.0,Earl Warren,scotus_justice,36.787
228,1955_451_t02,23163.0,Edson Smith,not_a_justice,1116.876
229,1955_451_t02,35111.0,Lester P. Schoene,not_a_justice,1487.149
230,1955_460_t01,15050.0,Felix Frankfurter,scotus_justice,362.852
231,1955_460_t01,15063.0,Stanley Reed,scotus_justice,85.438
232,1955_460_t01,15089.0,Hugo L. Black,scotus_justice,101.641
233,1955_460_t01,15099.0,Earl Warren,scotus_justice,292.117
234,1955_460_t01,15127.0,Harold Burton,scotus_justice,20.004
235,1955_460_t01,42093.0,Simon E. Sobeloff,not_a_justice,1925.746
236,1955_460_t01,43866.0,William J. Burrell,not_a_justice,934.04
237,1955_46_t01,15050.0,Felix Frankfurter,scotus_justice,309.28
238,1955_46_t01,15063.0,Stanley Reed,scotus_justice,45.666
239,1955_46_t01,15083.0,Tom C. Clark,scotus_justice,17.328
240,1955_46_t01,15089.0,Hugo L. Black,scotus_justice,22.371
241,1955_46_t01,15099.0,Earl Warren,scotus_justice,142.321
242,1955_46_t01,15107.0,William O. Douglas,scotus_justice,1.352
243,1955_46_t01,15127.0,Harold Burton,scotus_justice,76.192
244,1955_46_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,65.914
245,1955_46_t01,25170.0,Gustave H. Dongus,not_a_justice,1221.664
246,1955_46_t01,36518.0,Melvin Richter,not_a_justice,1498.316
247,1955_486_t01,15050.0,Felix Frankfurter,scotus_justice,620.797
248,1955_486_t01,15063.0,Stanley Reed,scotus_justice,67.22
249,1955_486_t01,15089.0,Hugo L. Black,scotus_justice,55.744
250,1955_486_t01,15099.0,Earl Warren,scotus_justice,61.141
251,1955_486_t01,20852.0,David P. Findling,not_a_justice,1502.211
252,1955_486_t01,39042.0,"R.D. Douglas, Jr.",not_a_justice,1525.944
253,1955_48_t01,15050.0,Felix Frankfurter,scotus_justice,189.352
254,1955_48_t01,15063.0,Stanley Reed,scotus_justice,93.365
255,1955_48_t01,15099.0,Earl Warren,scotus_justice,21.901
256,1955_48_t01,15107.0,William O. Douglas,scotus_justice,5.041
257,1955_48_t01,28815.0,John J. Abt,not_a_justice,2916.487
258,1955_48_t01,30227.0,Joseph Forer,not_a_justice,1713.72
259,1955_49_t01,15037.0,Sherman Minton,scotus_justice,19.457
260,1955_49_t01,15050.0,Felix Frankfurter,scotus_justice,1334.769
261,1955_49_t01,15063.0,Stanley Reed,scotus_justice,250.339
262,1955_49_t01,15089.0,Hugo L. Black,scotus_justice,382.898
263,1955_49_t01,15099.0,Earl Warren,scotus_justice,12.466
264,1955_49_t01,15107.0,William O. Douglas,scotus_justice,5.038
265,1955_49_t01,15127.0,Harold Burton,scotus_justice,8.376
266,1955_49_t01,22104.0,Eugene V. Clark,not_a_justice,537.809
267,1955_49_t01,25927.0,"Guy M. Page, Jr.",not_a_justice,1436.946
268,1955_49_t01,32129.0,Joseph A. McNamara,not_a_justice,1148.665
269,1955_49_t01,35737.0,"Manfred W. Ehrich, Jr.",not_a_justice,1182.011
270,1955_4_t01,15050.0,Felix Frankfurter,scotus_justice,415.61
271,1955_4_t01,15063.0,Stanley Reed,scotus_justice,41.132
272,1955_4_t01,15083.0,Tom C. Clark,scotus_justice,82.165
273,1955_4_t01,15089.0,Hugo L. Black,scotus_justice,100.688
274,1955_4_t01,15099.0,Earl Warren,scotus_justice,195.533
275,1955_4_t01,15127.0,Harold Burton,scotus_justice,9.91
276,1955_4_t01,21952.0,Edward J. Behrens,not_a_justice,1966.302
277,1955_4_t01,34222.0,Leavenworth Colby,not_a_justice,1784.231
278,1955_4_t01,42055.0,Sidney A. Schwartz,not_a_justice,1172.002
279,1955_51_t01,15050.0,Felix Frankfurter,scotus_justice,130.77
280,1955_51_t01,15089.0,Hugo L. Black,scotus_justice,299.987
281,1955_51_t01,15099.0,Earl Warren,scotus_justice,17.795
282,1955_51_t01,15127.0,Harold Burton,scotus_justice,4.946
283,1955_51_t01,24656.0,F. T. Searls,not_a_justice,1115.564
284,1955_51_t01,44328.0,William C. Chanler,not_a_justice,2693.242
285,1955_555_t01,15037.0,Sherman Minton,scotus_justice,16.769
286,1955_555_t01,15050.0,Felix Frankfurter,scotus_justice,383.855
287,1955_555_t01,15063.0,Stanley Reed,scotus_justice,57.319
288,1955_555_t01,15089.0,Hugo L. Black,scotus_justice,216.784
289,1955_555_t01,15099.0,Earl Warren,scotus_justice,37.58
290,1955_555_t01,15127.0,Harold Burton,scotus_justice,9.723
291,1955_555_t01,16091.0,Mr. Attorney General,not_a_justice,1984.36
292,1955_555_t01,36904.0,Mark Wilmer,not_a_justice,1058.547
293,1955_58_t01,15037.0,Sherman Minton,scotus_justice,17.632
294,1955_58_t01,15050.0,Felix Frankfurter,scotus_justice,814.798
295,1955_58_t01,15063.0,Stanley Reed,scotus_justice,62.233
296,1955_58_t01,15089.0,Hugo L. Black,scotus_justice,38.407
297,1955_58_t01,15099.0,Earl Warren,scotus_justice,38.86
298,1955_58_t01,15127.0,Harold Burton,scotus_justice,8.633
299,1955_58_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,39.91
300,1955_58_t01,18345.0,Charles F. Barber,not_a_justice,2834.767
301,1955_58_t01,34199.0,Leonard B. Boudin,not_a_justice,3159.879
302,1955_5_t02,15050.0,Felix Frankfurter,scotus_justice,441.589
303,1955_5_t02,15063.0,Stanley Reed,scotus_justice,270.606
304,1955_5_t02,15089.0,Hugo L. Black,scotus_justice,6.952
305,1955_5_t02,15099.0,Earl Warren,scotus_justice,49.366
306,1955_5_t02,15127.0,Harold Burton,scotus_justice,7.812
307,1955_5_t02,20266.0,Charles H. Weston,not_a_justice,3844.559
308,1955_5_t02,25417.0,Gerhard A. Gesell,not_a_justice,2116.785
309,1955_643_t01,15037.0,Sherman Minton,scotus_justice,16.641
310,1955_643_t01,15050.0,Felix Frankfurter,scotus_justice,529.378
311,1955_643_t01,15063.0,Stanley Reed,scotus_justice,2.026
312,1955_643_t01,15089.0,Hugo L. Black,scotus_justice,134.3
313,1955_643_t01,15099.0,Earl Warren,scotus_justice,25.055
314,1955_643_t01,15107.0,William O. Douglas,scotus_justice,5.986
315,1955_643_t01,15127.0,Harold Burton,scotus_justice,53.042
316,1955_643_t01,19265.0,Carl H. Imlay,not_a_justice,277.197
317,1955_643_t01,26711.0,Hayden C. Covington,not_a_justice,2648.778
318,1955_71_t01,15050.0,Felix Frankfurter,scotus_justice,404.639
319,1955_71_t01,15063.0,Stanley Reed,scotus_justice,12.351
320,1955_71_t01,15099.0,Earl Warren,scotus_justice,99.91
321,1955_71_t01,15107.0,William O. Douglas,scotus_justice,1.177
322,1955_71_t01,27693.0,Harry F. Murphy,not_a_justice,832.329
323,1955_71_t01,31548.0,John V. Lindsay,not_a_justice,1070.589
324,1955_72_t01,15050.0,Felix Frankfurter,scotus_justice,217.608
325,1955_72_t01,15063.0,Stanley Reed,scotus_justice,44.64
326,1955_72_t01,15089.0,Hugo L. Black,scotus_justice,89.578
327,1955_72_t01,15099.0,Earl Warren,scotus_justice,59.932
328,1955_72_t01,36705.0,Morris Shilensky,not_a_justice,1176.614
329,1955_76_t02,15050.0,Felix Frankfurter,scotus_justice,124.558
330,1955_76_t02,15063.0,Stanley Reed,scotus_justice,42.122
331,1955_76_t02,15089.0,Hugo L. Black,scotus_justice,102.969
332,1955_76_t02,15099.0,Earl Warren,scotus_justice,40.722
333,1955_76_t02,15127.0,Harold Burton,scotus_justice,42.71
334,1955_76_t02,46510.0,William H. Webb,not_a_justice,974.903
335,1955_92_t02,15050.0,Felix Frankfurter,scotus_justice,61.213
336,1955_92_t02,15063.0,Stanley Reed,scotus_justice,22.654
337,1955_92_t02,15099.0,Earl Warren,scotus_justice,55.064
338,1955_92_t02,30227.0,Joseph Forer,not_a_justice,1763.452
339,1955_94_t01,15050.0,Felix Frankfurter,scotus_justice,399.813
340,1955_94_t01,15063.0,Stanley Reed,scotus_justice,76.903
341,1955_94_t01,15099.0,Earl Warren,scotus_justice,44.61
342,1955_94_t01,15674.0,Albert R. Connelly,not_a_justice,1152.035
343,1955_94_t01,43978.0,Warren Baker,not_a_justice,2143.561
344,1955_95_t01,15050.0,Felix Frankfurter,scotus_justice,256.985
345,1955_95_t01,15063.0,Stanley Reed,scotus_justice,160.255
346,1955_95_t01,15089.0,Hugo L. Black,scotus_justice,8.315
347,1955_95_t01,15099.0,Earl Warren,scotus_justice,48.55
348,1955_95_t01,15127.0,Harold Burton,scotus_justice,5.138
349,1955_95_t01,19194.0,Charles A. Horsky,not_a_justice,3088.551
350,1955_95_t01,46556.0,William C. Wines,not_a_justice,212.681
351,1955_95_t02,15050.0,Felix Frankfurter,scotus_justice,271.656
352,1955_95_t02,15063.0,Stanley Reed,scotus_justice,106.166
353,1955_95_t02,15089.0,Hugo L. Black,scotus_justice,142.781
354,1955_95_t02,15099.0,Earl Warren,scotus_justice,110.271
355,1955_95_t02,19194.0,Charles A. Horsky,not_a_justice,93.812
356,1955_95_t02,46556.0,William C. Wines,not_a_justice,2610.514
357,1956_107_t01,15050.0,Felix Frankfurter,scotus_justice,320.7
358,1956_107_t01,15089.0,Hugo L. Black,scotus_justice,5.883
359,1956_107_t01,15099.0,Earl Warren,scotus_justice,43.98
360,1956_107_t01,23029.0,Emanuel Redfield,not_a_justice,970.108
361,1956_107_t01,41911.0,Seymour B. Quel,not_a_justice,879.849
362,1956_1103_t01,15050.0,Felix Frankfurter,scotus_justice,440.833
363,1956_1103_t01,15082.0,Charles E. Whittaker,scotus_justice,46.151
364,1956_1103_t01,15089.0,Hugo L. Black,scotus_justice,130.38
365,1956_1103_t01,15099.0,Earl Warren,scotus_justice,210.895
366,1956_1103_t01,15107.0,William O. Douglas,scotus_justice,5.587
367,1956_1103_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,54.071
368,1956_1103_t01,22051.0,Earl J. Carroll,not_a_justice,1516.607
369,1956_1103_t01,32641.0,Joseph S. Robinson,not_a_justice,2792.848
370,1956_1103_t01,32701.0,J. Lee Rankin,not_a_justice,881.216
371,1956_1103_t02,15050.0,Felix Frankfurter,scotus_justice,874.58
372,1956_1103_t02,15082.0,Charles E. Whittaker,scotus_justice,33.937
373,1956_1103_t02,15083.0,Tom C. Clark,scotus_justice,32.342
374,1956_1103_t02,15089.0,Hugo L. Black,scotus_justice,337.226
375,1956_1103_t02,15099.0,Earl Warren,scotus_justice,419.978
376,1956_1103_t02,15127.0,Harold Burton,scotus_justice,70.438
377,1956_1103_t02,15140.0,"William J. Brennan, Jr.",scotus_justice,149.276
378,1956_1103_t02,32641.0,Joseph S. Robinson,not_a_justice,1571.235
379,1956_1103_t02,32701.0,J. Lee Rankin,not_a_justice,2833.403
380,1956_11_t01,15050.0,Felix Frankfurter,scotus_justice,367.688
381,1956_11_t01,15089.0,Hugo L. Black,scotus_justice,85.402
382,1956_11_t01,15099.0,Earl Warren,scotus_justice,24.392
383,1956_11_t01,15127.0,Harold Burton,scotus_justice,85.016
384,1956_11_t01,15140.0,"William J. Brennan, Jr.",scotus_justice,157.641
385,1956_11_t01,17466.0,Bruce Bromley,not_a_justice,625.646
386,1956_11_t01,37224.0,Norman A. Miller,not_a_justice,297.993
387,1956_11_t01,41916.0,Samuel I. Rosenman,not_a_justice,2014.875
388,1956_122_t02,15050.0,Felix Frankfurter,scotus_justice,550.353
389,1956_122_t02,15089.0,Hugo L. Black,scotus_justice,306.286
390,1956_122_t02,15099.0,Earl Warren,scotus_justice,217.774
391,1956_122_t02,15107.0,William O. Douglas,scotus_justice,38.998
392,1956_122_t02,15127.0,Harold Burton,scotus_justice,6.929
393,1956_122_t02,15140.0,"William J. Brennan, Jr.",scotus_justice,76.31
